Q1,Q2,MRK_Age,Age_groups,Q3,Q3r5oe,Q4,State,Region,States_Division,Q5a,QS5br1,QS5br2,QS5br3,QS5br4,QS5br5,QS5br6,QS5br6oe,Q5_a__1,Q5_b__1,Q5_c__1,Q5_d__1,Q6,Vir_Q7r1,Vir_Q7r2,Vir_Q7r3,Vir_Q7r4,Vir_Q7r5,Vir_Q7r6,Vir_Q7r7,Vir_Q7r8,Vir_Q7r9,Vir_Q7r10,Vir_Q7r11,Vir_Q7r12,Vir_Q7r13,Vir_Q7r14,Vir_Q7r15,Vir_Q7r16,Vir_Q7r17,Vir_Q7r18,Vir_Q7r19,D1,D2,D3,D5,QD6,happiness,anxiety
English,59,55-64,45+,Woman,,87520,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,8,5,Being with my family at home with my animals,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I work part time,Married,None,8,5
English,57,55-64,45+,Woman,,88260,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,9,5,10 - completely,0 - not at all,spending time being with family,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am a stay-at-home mom/dad,Married,None,10,0
English,54,45-54,45+,Woman,,4005,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,4,5,5,3,Not having stress or anything to worry about.,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I work full time,Separate or divorced,None,5,3
English,50,45-54,45+,Woman,,58047,North Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,7,4,8,"A happy life is one that has great work/life balance. Spending time with family and kids is always a way to be happy. Also, being able to relax and crochet for my hobby makes me happy.",Selected,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$150,000 or greater",Trade/technical school,I work full time,Married,None,4,8
English,64,55-64,45+,Woman,,4043,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,5,4,4,2,no stress,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I work part time,Widowed,None,4,2
English,71,65+,45+,Man,,83255,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,9,9,2,GOING CAMPING IN THE MOUNTAINS,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Graduate degree,I am retired,Married,None,9,2
English,76,65+,45+,Man,,67401,Kansas,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,9,8,4,I enjoy having my grankids still living here so I can watch their kids grow up.,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"Up to $24,999",Some college,I am retired,Married,None,8,4
English,57,55-64,45+,Woman,,96771,Hawaii,West,Pacific,Yes,Selected,Other,Other,Other,Other,Other,,5,5,6,6,Everyone being happy,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am a stay-at-home mom/dad,Widowed,3,6,6
English,45,45-54,45+,Woman,,57105,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,4,7,3,2,"doing what I want, when I want to",Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$75,000 - $99,999",Graduate degree,I work full time,Living with a partner,None,3,2
English,54,45-54,45+,Man,,30076,Georgia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,8,8,9,0 - not at all,"Just enjoying the simple things life has to offer, and the people in my life.",Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Some college,I am retired,Separate or divorced,None,9,0
English,75,65+,45+,Man,,83616,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,6,7,2,interesting experiences,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Graduate degree,I am retired,Widowed,None,7,2
English,45,45-54,45+,Woman,,83605,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,2,5,3,10 - completely,"Eating chocolate, playing games",Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$25,000 - $49,999",Some college,I am a stay-at-home mom/dad,Married,1,3,10
English,42,35-44,<45,Woman,,5495,Vermont,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,8,8,3,"Live music, being with my family and friends.  Good food, cooking, gardening.",Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,1,8,3
English,53,45-54,45+,Woman,,2886,Rhode Island,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,1,0 - not at all,2,4,i havent found anything that makes me happy i cannot remember ever being happy,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$25,000 - $49,999",Completed high school,I am retired,Married,4,2,4
English,41,35-44,<45,Woman,,57701,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,Helping others,Selected,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed college,I work full time,Married,None,10,0
English,45,45-54,45+,Woman,,83646,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,5,4,5,"Being with my family, good health, bills paid, vacations, kindness",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Other,"$50,000 - $74,999",Completed college,I am a stay-at-home mom/dad,Married,1,4,5
English,53,45-54,45+,Woman,,3833,New Hampshire,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,8,9,7,7,"Happy is being financially secure with no stress and spending time with my family travelling, camping or with my animals.",Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,7,7
English,28,25-34,<45,Woman,,57106,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,3,4,2,2,Spending time with people I love. Having health and financial stability.,Other,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Completed college,I work full time,Living with a partner,None,2,2
English,64,55-64,45+,Woman,,3835,New Hampshire,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,"God, family, animals",Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Some college,I work part time,Married,None,10,0
English,46,45-54,45+,Woman,,57020,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,5,6,6,Being at home and not at work,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,6,6
English,18,18-24,<45,Man,,99701,Alaska,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,4,4,3,7,lady gaga,Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Some college,I work part time,"Single, never been married",None,3,7
English,64,55-64,45+,Woman,,4032,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,8,7,3,Being with family,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Married,None,7,3
English,21,18-24,<45,Woman,,5301,Vermont,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,2,3,1,6,Nepenthe  Certain people and things can cheer me up,Selected,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Trade/technical school,I work part time,"Single, never been married",2,1,6
English,59,55-64,45+,Woman,,59718,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,0 - not at all,Life in general and my family,Selected,Selected,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I am retired,Married,None,10,0
English,60,55-64,45+,Woman,,87415,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,9,8,8,2,being able to afford the things i need and to take care of what i need to do without worry.,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Some college,I work full time,Widowed,None,8,2
English,55,55-64,45+,Man,,72858,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,8,8,8,2,being around family,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,8,2
English,67,65+,45+,Man,,83642,Idaho,West,Mountain,Yes,Selected,Other,Other,Other,Other,Selected,Basque,9,10 - completely,10 - completely,0 - not at all,"Having a happy family life, traveling and being retired!",Selected,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Living with a partner,None,10,0
English,18,18-24,<45,"Non-binary (e.g. genderqueer, genderfluid)",,1832,Massachusetts,Northeast,New England,Yes,Other,Other,Selected,Other,Other,Other,,9,7,4,9,"My biological family, dance classes, making music,",Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Selected,Selected,Other,Other,Other,"Up to $24,999",Completed high school,I work full time,"Single, never been married",4,4,9
English,57,55-64,45+,Woman,,58045,North Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,7,2,Having alone time and a relaxed atmosphere,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I am retired,Married,1,7,2
English,54,45-54,45+,Woman,,99507,Alaska,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,5,7,5,2,"doing things i like, good relationships, decreased stress",Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$150,000 or greater",Graduate degree,I work full time,Married,None,5,2
English,59,55-64,45+,Woman,,59472,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,5,5,3,seeing my kids who are grown up,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"Up to $24,999",Completed college,I am retired,Separate or divorced,None,5,3
English,53,45-54,45+,Man,,72450,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,8,9,9,2,being with my wife and family,Selected,Selected,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Completed college,I work full time,Married,None,9,2
English,64,55-64,45+,Woman,,59901,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,8,3,Faith in God and family,Selected,Other,Other,Other,Selected,Selected,Selected,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,Other,Other,Other,"Up to $24,999",Graduate degree,I am retired,Married,None,8,3
English,56,55-64,45+,Woman,,19702,Delaware,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,9,0 - not at all,"Being with my husband, baby, and family. We are such a great unit together and really get along well.",Selected,Selected,Other,Other,Selected,Selected,Other,Other,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Married,1,9,0
English,33,25-34,<45,Man,,59801,Montana,West,Mountain,No,Selected,Other,Other,Other,Selected,Other,,10 - completely,10 - completely,10 - completely,4,Family and friends especially my kids all the beautiful woman I hook up with and going and doing new things going to new places meeting new people eating new and favorite foods my birthday and holidays like Christmas swimming drinking with my bros and meeting and getting with new woman clappping cheeks and flirting hugging kissing making jokes and laughing smoking blues and making tooters,Selected,Selected,Selected,Selected,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Some high school or less,I work part time,Separate or divorced,4,10,4
English,46,45-54,45+,Woman,,80219,Colorado,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,9,6,7,My family,Selected,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Some high school or less,I work full time,Living with a partner,2,6,7
English,41,35-44,<45,Man,,97302,Oregon,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,2,2,3,6,I don't even know what it is to be happy anymore,Selected,Selected,Other,Other,Selected,Selected,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$50,000 - $74,999",Graduate degree,I work full time,Married,2,3,6
English,71,65+,45+,Man,,50023,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,7,7,2,living the dream.,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I am retired,Married,None,7,2
English,62,55-64,45+,Woman,,19977,Delaware,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,9,9,10 - completely,0 - not at all,WAKING UP IN MY BED AND PLANTING MY FEET ON THE FLOOR AND WALKING,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I work full time,Married,None,10,0
English,53,45-54,45+,Woman,,41360,Kentucky,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,3,8,7,7,MY FAMILY AND HELPING THEM AND OTHERS.,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"Up to $24,999",Graduate degree,I work full time,Living with a partner,None,7,7
English,70,65+,45+,Man,,52213,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,7,6,listening to quiet,Selected,Other,Selected,Other,Selected,Selected,Selected,Selected,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Married,None,7,6
English,69,65+,45+,Woman,,69348,Nebraska,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,7,7,5,"No stress, no phones, just good conversation with family and friends.",Selected,Selected,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Selected,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some college,I am retired,Married,None,7,5
English,58,55-64,45+,Woman,,88012,New Mexico,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,7,5,4,"Seeing my grandchildren, visiting family, cooking, reading.",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,"$50,000 - $74,999",Graduate degree,I work full time,Separate or divorced,None,5,4
English,31,25-34,<45,Man,,30238,Georgia,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,10 - completely,10 - completely,10 - completely,3,Family and friends,Other,Other,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Selected,Other,Other,"$50,000 - $74,999",Completed high school,I work full time,Married,2,10,3
English,53,45-54,45+,Woman,,71901,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,6,7,8,1,"I am happy with myself, my life and my family.",Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Separate or divorced,1,8,1
English,46,45-54,45+,Woman,,39834,Georgia,South,South Atlantic,No,Selected,Other,Other,Other,Other,Other,,6,5,4,10 - completely,"My kids, my grandkids, my family being together and family vacation trips my husband",Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I am unemployed,Married,None,4,10
English,35,35-44,<45,Woman,,82009,Wyoming,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,6,7,6,9,"My pets, my family, my job",Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Selected,Selected,Other,"$50,000 - $74,999",Completed college,I work full time,"Single, never been married",None,6,9
English,42,35-44,<45,Woman,,84092,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,6,3,6,Not having to go to work makes me happy.,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Some college,I work full time,Separate or divorced,None,3,6
English,59,55-64,45+,Woman,,3865,New Hampshire,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,6,8,4,The good health and safety of my loved ones,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$75,000 - $99,999",Some college,I work part time,Married,None,8,4
English,66,65+,45+,Man,,66502,Kansas,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,7,5,"Friends, good food, relaxing",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,Separate or divorced,None,7,5
English,46,45-54,45+,Man,,52301,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,9,4,Being able to be with family,Selected,Selected,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,"$75,000 - $99,999",Completed college,I work full time,Married,3,9,4
English,50,45-54,45+,Man,,97756,Oregon,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,9,9,8,2,Being with my family   I enjoy being with them and doing things with them,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed high school,I work full time,"Single, never been married",1,8,2
English,30,25-34,<45,Man,,35640,Alabama,South,East South Central,No,Selected,Other,Other,Other,Other,Other,,6,5,6,6,"Reading, xbox, tv and good movies, pretty girls",Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,"$75,000 - $99,999",Some college,I am unemployed,"Single, never been married",None,6,6
English,35,35-44,<45,Man,,55943,Minnesota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,4,5,5,6,Watching sports.,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I work full time,"Single, never been married",None,5,6
English,37,35-44,<45,Man,,45050,Ohio,Midwest,East North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,7,2,"Doing things with my family, doing my hobbies, and accomplishing things makes me happy.",Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Graduate degree,I work full time,Married,4,7,2
English,48,45-54,45+,Woman,,80026,Colorado,West,Mountain,Yes,Selected,Other,Other,Other,Other,Other,,7,7,7,7,God and my kids,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I am retired,Separate or divorced,3,7,7
English,26,25-34,<45,Woman,,19805,Delaware,South,South Atlantic,No,Other,Selected,Other,Other,Other,Other,,8,8,8,8,Just live itself I’m just grateful it could be 100 times worse,Selected,Other,Selected,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I work full time,"Single, never been married",None,8,8
English,63,55-64,45+,Woman,,52159,Iowa,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,0 - not at all,1,0 - not at all,0 - not at all,being around my good friends - I hate being alone,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Completed high school,I work part time,Widowed,None,0,0
English,66,65+,45+,Man,,83709,Idaho,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,7,7,0 - not at all,Being with my wife and we are debt free.,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Trade/technical school,I am retired,Married,None,7,0
English,30,25-34,<45,Woman,,68512,Nebraska,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,7,8,7,6,My family and friends that I have,Selected,Other,Selected,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I work part time,"Single, never been married",None,7,6
English,38,35-44,<45,Man,,6049,Connecticut,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,10 - completely,9,1,My family good,Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,"$25,000 - $49,999",Some college,I work full time,Separate or divorced,1,9,1
English,28,25-34,<45,Woman,,68154,Nebraska,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,8,8,8,7,It makes me happy when the people I love are happy.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Other,"$50,000 - $74,999",Some college,I work part time,Living with a partner,1,8,7
English,22,18-24,<45,Man,,36201,Alabama,South,East South Central,No,Other,Selected,Other,Other,Other,Other,,8,5,6,0 - not at all,My kids make me happy and going out with friends. Choosing to go play basketball listen to music and just vibe out,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some high school or less,I work full time,"Single, never been married",None,6,0
English,71,65+,45+,Woman,,96792,Hawaii,West,Pacific,No,Selected,Other,Other,Other,Other,Other,,8,9,8,1,"Peace, relaxation, being with family, fulfilling career",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Graduate degree,I work part time,Separate or divorced,None,8,1
English,54,45-54,45+,Man,,84047,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,2,6,4,3,having fun with friends,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,"Up to $24,999",Some college,I am unemployed,"Single, never been married",None,4,3
English,39,35-44,<45,Woman,,59866,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,5,6,8,3,Accomplishing things that need to be done and spending time with my family.,Other,Selected,Other,Other,Other,Other,Other,Selected,Other,Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Graduate degree,I work full time,Widowed,1,8,3
English,20,18-24,<45,Man,,4730,Maine,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,8,6,7,People who I love and my family,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,"$25,000 - $49,999",Some college,I am a student,"Single, never been married",None,6,7
English,62,55-64,45+,Man,,84025,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,8,8,3,I enjoy spending quality time with family and friends. I also like a good game of golf.,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Selected,Other,Other,Selected,Other,Selected,Selected,Other,Other,Other,"$75,000 - $99,999",Some college,I work full time,Married,None,8,3
English,68,65+,45+,Woman,,57104,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,5,7,6,5,"My family, my aminals, food and wine",Selected,Selected,Other,Other,Other,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Selected,Selected,Other,Other,Other,"$50,000 - $74,999",Some college,I am retired,Married,None,6,5
English,69,65+,45+,Man,,84025,Utah,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,7,7,6,2,Good health and good relationships,Selected,Other,Other,Other,Selected,Other,Selected,Other,Selected,Selected,Selected,Other,Selected,Other,Other,Other,Other,Other,Other,"$100,000 - $149,999",Graduate degree,I am retired,Married,None,6,2
English,68,65+,45+,Woman,,57103,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,9,9,9,1,Being in a commited relationship with my wonderful husband,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Married,None,9,1
English,66,65+,45+,Woman,,57719,South Dakota,Midwest,West North Central,No,Selected,Other,Other,Other,Other,Other,,10 - completely,10 - completely,9,1,Being with my family and doing what God leads me to do. Helping people and being there for people who need me.,Selected,Selected,Other,Other,Selected,Selected,Selected,Selected,Selected,Other,Other,Other,Other,Other,Selected,Selected,Other,Selected,Other,"$75,000 - $99,999",Graduate degree,I am retired,Married,None,9,1
English,68,65+,45+,Woman,,59901,Montana,West,Mountain,No,Selected,Other,Other,Other,Other,Other,,8,10 - completely,9,1,It makes me happy to be with family and friends. I also like to travel and camp. Being in nature makes me happy.,Other,Selected,Other,Other,Selected,Selected,Selected,Other,Selected,Selected,Other,Selected,Selected,Other,Other,Selected,Other,Other,Other,"$75,000 - $99,999",Completed college,I am retired,Living with a partner,None,9,1
English,72,65+,45+,Woman,,2878,Rhode Island,Northeast,New England,No,Selected,Other,Other,Other,Other,Other,,7,6,7,1,If I could be healthy as I used to be before my brain aneurysm and blocked artery operation that disabled me to the point that I can no longer travel or enjoy the things I used to do. Having an abundance of energy and vitality that I once had.,Selected,Selected,Selected,Other,Other,Selected,Selected,Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed high school,I am retired,Married,None,7,1
English,71,65+,45+,Man,,72110,Arkansas,South,West South Central,No,Selected,Other,Other,Other,Other,Other,,5,10 - completely,6,0 - not at all,"Believe in God, the son and the holy spirit",Other,Other,Other,Other,Selected,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,"$25,000 - $49,999",Completed college,I am retired,Separate or divorced,None,6,0
